chatbot,user
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-12"">2 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-29"">I planted them 2 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-18"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-06"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-14"">6 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-26"">4 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-06"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-28"">4 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-15"">1 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-11"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-14"">2 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-22"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-16"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-16"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-21"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-31"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-16"">1 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-08"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-22"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-28"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-16"">1 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-30"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-03"">8 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-20"">5 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-13"">2 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-29"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-05"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-14"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-02"">8 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-18"">5 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-26"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-22"">5 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-29"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-08"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-02"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-23"">5 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-01"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-28"">4 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-01"">8 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-05"">I planted them 2 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-03"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-01"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-19"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-03"">3 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-09"">2 weeks ago</TIMEX3>."
