,index,chatbot,user,dataset,date_today,id
202,202,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-14"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,202
203,203,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,203
204,204,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,204
205,205,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,test,2025-06-28,205
206,206,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",test,2025-06-28,206
207,207,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,207
208,208,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-15"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,208
209,209,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-14"">6 weeks ago</TIMEX3>.",train,2025-06-28,209
210,210,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-13"">6 weeks ago</TIMEX3>.",test,2025-06-28,210
211,211,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-30"">4 weeks ago</TIMEX3>.",train,2025-06-28,211
212,212,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-28"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,212
213,213,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,213
214,214,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-26"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,214
215,215,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,215
216,216,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,216
217,217,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,test,2025-06-28,217
218,218,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>.",train,2025-06-28,218
219,219,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",test,2025-06-28,219
220,220,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,220
221,221,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-03"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,221
222,222,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-13"">6 weeks ago</TIMEX3>.",test,2025-06-28,222
223,223,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>.",train,2025-06-28,223
224,224,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,224
225,225,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,225
226,226,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-04"">3 weeks ago</TIMEX3>.",test,2025-06-28,226
227,227,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,test,2025-06-28,227
228,228,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>.",train,2025-06-28,228
229,229,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,valid,2025-06-28,229
230,230,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,230
231,231,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-19"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,231
232,232,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,232
233,233,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,233
234,234,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>.",train,2025-06-28,234
235,235,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,235
236,236,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>.",train,2025-06-28,236
237,237,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,237
238,238,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,238
239,239,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,239
240,240,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,valid,2025-06-28,240
241,241,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,241
242,242,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,242
243,243,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,243
244,244,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,244
245,245,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,valid,2025-06-28,245
246,246,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,246
247,247,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,247
248,248,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,248
249,249,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-03"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,249
250,250,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-15"">1 weeks ago</TIMEX3>.",train,2025-06-28,250
251,251,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-19"">1 weeks ago</TIMEX3>.",train,2025-06-28,251
252,252,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,252
253,253,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,253
254,254,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,254
255,255,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,255
256,256,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-22"">5 weeks ago</TIMEX3>.",valid,2025-06-28,256
257,257,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-12"">2 weeks ago</TIMEX3>.",train,2025-06-28,257
258,258,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,258
259,259,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-26"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,259
260,260,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-11"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,260
261,261,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-19"">1 weeks ago</TIMEX3>.",train,2025-06-28,261
262,262,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,262
263,263,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,263
264,264,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-25"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,264
265,265,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,265
266,266,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,266
267,267,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-21"">1 weeks ago</TIMEX3>.",train,2025-06-28,267
268,268,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,268
269,269,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,269
270,270,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>.",train,2025-06-28,270
271,271,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",train,2025-06-28,271
272,272,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-21"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,272
273,273,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,273
274,274,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-20"">1 weeks ago</TIMEX3>.",valid,2025-06-28,274
275,275,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,275
276,276,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,276
277,277,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,277
278,278,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",train,2025-06-28,278
279,279,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,valid,2025-06-28,279
280,280,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-24"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,280
281,281,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-08"">2 weeks ago</TIMEX3>.",test,2025-06-28,281
282,282,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,282
283,283,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,283
284,284,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,284
285,285,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,285
286,286,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-20"">1 weeks ago</TIMEX3>.",train,2025-06-28,286
287,287,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,287
288,288,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,288
289,289,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",train,2025-06-28,289
290,290,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,290
291,291,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-25"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,291
292,292,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-22"">5 weeks ago</TIMEX3>.",train,2025-06-28,292
293,293,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-23"">5 weeks ago</TIMEX3>.",train,2025-06-28,293
294,294,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,test,2025-06-28,294
295,295,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-03"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,295
296,296,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-12"">2 weeks ago</TIMEX3>.",train,2025-06-28,296
297,297,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,297
298,298,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,valid,2025-06-28,298
299,299,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,299
300,300,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,300
301,301,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-11"">6 weeks ago</TIMEX3>.",train,2025-06-28,301
302,302,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,valid,2025-06-28,302
303,303,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,303
304,304,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,304
305,305,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,valid,2025-06-28,305
306,306,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-14"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,306
307,307,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>.",train,2025-06-28,307
308,308,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,308
309,309,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,309
310,310,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-05"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,310
311,311,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-08"">2 weeks ago</TIMEX3>.",train,2025-06-28,311
312,312,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-03"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,312
313,313,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,313
314,314,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,314
315,315,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-30"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,315
316,316,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,316
317,317,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,317
318,318,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>.",train,2025-06-28,318
319,319,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,319
320,320,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,320
321,321,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,test,2025-06-28,321
322,322,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,valid,2025-06-28,322
323,323,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-23"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,323
324,324,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,324
325,325,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-01"">3 weeks ago</TIMEX3>.",train,2025-06-28,325
326,326,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-11"">2 weeks ago</TIMEX3>.",train,2025-06-28,326
327,327,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,327
328,328,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,328
329,329,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,329
330,330,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,test,2025-06-28,330
331,331,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,331
332,332,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,332
333,333,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-31"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,333
334,334,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,334
